      1,           2.,          40.
      2,           2.,          30.
      3,          30.,          30.
      4,          30.,          40.
      5,          30.,         100.
      6,         -30.,         100.
      7,           0.,          40.
      8,          -2.,          40.
      9,         -30.,          40.
     10,          60.,         120.
     11,          60.,           0.
     12,         170.,           0.
     13,         200.,           0.
     14,         200.,         120.
     15,         -60.,           0.
     16,         -60.,         120.
     17,        -200.,         120.
     18,        -170.,           0.
     19,        -200.,           0.
     20,          -2.,          30.
     21,         -30.,          30.
     22,           2.,           0.
     23,          18.,         120.
     24,           0.,         120.
     25,         -18.,         120.
     26,          -2.,           0.
     27,           2.,          38.
     28,           2.,          36.
     29,           2.,          34.
     30,           2.,          32.
     31,           4.,          30.
     32,           6.,          30.
     33,           8.,          30.
     34,          10.,          30.
     35,          12.,          30.
     36,          14.,          30.
     37,          16.,          30.
     38,          18.,          30.
     39,          20.,          30.
     40,          22.,          30.
     41,          24.,          30.
     42,          26.,          30.
     43,          28.,          30.
     44,          30.,          32.
     45,          30.,          34.
     46,          30.,          36.
     47,          30.,          38.
     48,          28.,          40.
     49,          26.,          40.
     50,          24.,          40.
     51,          22.,          40.
     52,          20.,          40.
     53,          18.,          40.
     54,          16.,          40.
     55,          14.,          40.
     56,          12.,          40.
     57,          10.,          40.
     58,           8.,          40.
     59,           6.,          40.
     60,           4.,          40.
     61,          30.,          42.
     62,          30.,          44.
     63,          30.,          46.
     64,          30.,          48.
     65,          30.,          50.
     66,          30.,          52.
     67,          30.,          54.
     68,          30.,          56.
     69,          30.,          58.
     70,          30.,          60.
     71,          30.,          62.
     72,          30.,          64.
     73,          30.,          66.
     74,          30.,          68.
     75,          30.,          70.
     76,          30.,          72.
     77,          30.,          74.
     78,          30.,          76.
     79,          30.,          78.
     80,          30.,          80.
     81,          30.,          82.
     82,          30.,          84.
     83,          30.,          86.
     84,          30.,          88.
     85,          30.,          90.
     86,          30.,          92.
     87,          30.,          94.
     88,          30.,          96.
     89,          30.,          98.
     90,          28.,         100.
     91,          26.,         100.
     92,          24.,         100.
     93,          22.,         100.
     94,          20.,         100.
     95,          18.,         100.
     96,          16.,         100.
     97,          14.,         100.
     98,          12.,         100.
     99,          10.,         100.
    100,           8.,         100.
    101,           6.,         100.
    102,           4.,         100.
    103,           2.,         100.
    104,           0.,         100.
    105,          -2.,         100.
    106,          -4.,         100.
    107,          -6.,         100.
    108,          -8.,         100.
    109,         -10.,         100.
    110,         -12.,         100.
    111,         -14.,         100.
    112,         -16.,         100.
    113,         -18.,         100.
    114,         -20.,         100.
    115,         -22.,         100.
    116,         -24.,         100.
    117,         -26.,         100.
    118,         -28.,         100.
    119,         -30.,          98.
    120,         -30.,          96.
    121,         -30.,          94.
    122,         -30.,          92.
    123,         -30.,          90.
    124,         -30.,          88.
    125,         -30.,          86.
    126,         -30.,          84.
    127,         -30.,          82.
    128,         -30.,          80.
    129,         -30.,          78.
    130,         -30.,          76.
    131,         -30.,          74.
    132,         -30.,          72.
    133,         -30.,          70.
    134,         -30.,          68.
    135,         -30.,          66.
    136,         -30.,          64.
    137,         -30.,          62.
    138,         -30.,          60.
    139,         -30.,          58.
    140,         -30.,          56.
    141,         -30.,          54.
    142,         -30.,          52.
    143,         -30.,          50.
    144,         -30.,          48.
    145,         -30.,          46.
    146,         -30.,          44.
    147,         -30.,          42.
    148,         -28.,          40.
    149,         -26.,          40.
    150,         -24.,          40.
    151,         -22.,          40.
    152,         -20.,          40.
    153,         -18.,          40.
    154,         -16.,          40.
    155,         -14.,          40.
    156,         -12.,          40.
    157,         -10.,          40.
    158,          -8.,          40.
    159,          -6.,          40.
    160,          -4.,          40.
    161,          60.,         110.
    162,          60.,         100.
    163,          60.,          90.
    164,          60.,          80.
    165,          60.,          70.
    166,          60.,          60.
    167,          60.,          50.
    168,          60.,          40.
    169,          60.,          30.
    170,          60.,          20.
    171,          60.,          10.
    172,          70.,           0.
    173,          80.,           0.
    174,          90.,           0.
    175,         100.,           0.
    176,         110.,           0.
    177,         120.,           0.
    178,         130.,           0.
    179,         140.,           0.
    180,         150.,           0.
    181,         160.,           0.
    182,         180.,           0.
    183,         190.,           0.
    184,         200.,          10.
    185,         200.,          20.
    186,         200.,          30.
    187,         200.,          40.
    188,         200.,          50.
    189,         200.,          60.
    190,         200.,          70.
    191,         200.,          80.
    192,         200.,          90.
    193,         200.,         100.
    194,         200.,         110.
    195,         190.,         120.
    196,         180.,         120.
    197,         170.,         120.
    198,         160.,         120.
    199,         150.,         120.
    200,         140.,         120.
    201,         130.,         120.
    202,         120.,         120.
    203,         110.,         120.
    204,         100.,         120.
    205,          90.,         120.
    206,          80.,         120.
    207,          70.,         120.
    208,         -60.,          10.
    209,         -60.,          20.
    210,         -60.,          30.
    211,         -60.,          40.
    212,         -60.,          50.
    213,         -60.,          60.
    214,         -60.,          70.
    215,         -60.,          80.
    216,         -60.,          90.
    217,         -60.,         100.
    218,         -60.,         110.
    219,         -70.,         120.
    220,         -80.,         120.
    221,         -90.,         120.
    222,        -100.,         120.
    223,        -110.,         120.
    224,        -120.,         120.
    225,        -130.,         120.
    226,        -140.,         120.
    227,        -150.,         120.
    228,        -160.,         120.
    229,        -170.,         120.
    230,        -180.,         120.
    231,        -190.,         120.
    232,        -200.,         110.
    233,        -200.,         100.
    234,        -200.,          90.
    235,        -200.,          80.
    236,        -200.,          70.
    237,        -200.,          60.
    238,        -200.,          50.
    239,        -200.,          40.
    240,        -200.,          30.
    241,        -200.,          20.
    242,        -200.,          10.
    243,        -160.,           0.
    244,        -150.,           0.
    245,        -140.,           0.
    246,        -130.,           0.
    247,        -120.,           0.
    248,        -110.,           0.
    249,        -100.,           0.
    250,         -90.,           0.
    251,         -80.,           0.
    252,         -70.,           0.
    253,        -190.,           0.
    254,        -180.,           0.
    255,          -2.,          32.
    256,          -2.,          34.
    257,          -2.,          36.
    258,          -2.,          38.
    259,         -30.,          38.
    260,         -30.,          36.
    261,         -30.,          34.
    262,         -30.,          32.
    263,         -28.,          30.
    264,         -26.,          30.
    265,         -24.,          30.
    266,         -22.,          30.
    267,         -20.,          30.
    268,         -18.,          30.
    269,         -16.,          30.
    270,         -14.,          30.
    271,         -12.,          30.
    272,         -10.,          30.
    273,          -8.,          30.
    274,          -6.,          30.
    275,          -4.,          30.
    276,           2.,     28.59375
    277,           2.,        26.25
    278,           2.,          20.
    279,           2.,          10.
    280,    11.666667,           0.
    281,    21.333334,           0.
    282,          31.,           0.
    283,   40.6666679,           0.
    284,   50.3333321,           0.
    285,         49.5,         120.
    286,          39.,         120.
    287,         28.5,         120.
    288,           9.,         120.
    289,          -9.,         120.
    290,        -28.5,         120.
    291,         -39.,         120.
    292,        -49.5,         120.
    293,  -50.3333321,           0.
    294,  -40.6666679,           0.
    295,         -31.,           0.
    296,   -21.333334,           0.
    297,   -11.666667,           0.
    298,          -2.,          10.
    299,          -2.,          20.
    300,          -2.,        26.25
    301,          -2.,     28.59375
    302,           4.,          38.
    303,           4.,          36.
    304,           4.,          34.
    305,           4.,          32.
    306,           6.,          38.
    307,           6.,          36.
    308,           6.,          34.
    309,           6.,          32.
    310,           8.,          38.
    311,           8.,          36.
    312,           8.,          34.
    313,           8.,          32.
    314,          10.,          38.
    315,          10.,          36.
    316,          10.,          34.
    317,          10.,          32.
    318,          12.,          38.
    319,          12.,          36.
    320,          12.,          34.
    321,          12.,          32.
    322,          14.,          38.
    323,          14.,          36.
    324,          14.,          34.
    325,          14.,          32.
    326,          16.,          38.
    327,          16.,          36.
    328,          16.,          34.
    329,          16.,          32.
    330,          18.,          38.
    331,          18.,          36.
    332,          18.,          34.
    333,          18.,          32.
    334,          20.,          38.
    335,          20.,          36.
    336,          20.,          34.
    337,          20.,          32.
    338,          22.,          38.
    339,          22.,          36.
    340,          22.,          34.
    341,          22.,          32.
    342,          24.,          38.
    343,          24.,          36.
    344,          24.,          34.
    345,          24.,          32.
    346,          26.,          38.
    347,          26.,          36.
    348,          26.,          34.
    349,          26.,          32.
    350,          28.,          38.
    351,          28.,          36.
    352,          28.,          34.
    353,          28.,          32.
    354,          28.,          42.
    355,          28.,          44.
    356,          28.,          46.
    357,          28.,          48.
    358,          28.,          50.
    359,          28.,          52.
    360,          28.,          54.
    361,          28.,          56.
    362,          28.,          58.
    363,          28.,          60.
    364,          28.,          62.
    365,          28.,          64.
    366,          28.,          66.
    367,          28.,          68.
    368,          28.,          70.
    369,          28.,          72.
    370,          28.,          74.
    371,          28.,          76.
    372,          28.,          78.
    373,          28.,          80.
    374,          28.,          82.
    375,          28.,          84.
    376,          28.,          86.
    377,          28.,          88.
    378,          28.,          90.
    379,          28.,          92.
    380,          28.,          94.
    381,          28.,          96.
    382,          28.,          98.
    383,          26.,          42.
    384,          26.,          44.
    385,          26.,          46.
    386,          26.,          48.
    387,          26.,          50.
    388,          26.,          52.
    389,          26.,          54.
    390,          26.,          56.
    391,          26.,          58.
    392,          26.,          60.
    393,          26.,          62.
    394,          26.,          64.
    395,          26.,          66.
    396,          26.,          68.
    397,          26.,          70.
    398,          26.,          72.
    399,          26.,          74.
    400,          26.,          76.
    401,          26.,          78.
    402,          26.,          80.
    403,          26.,          82.
    404,          26.,          84.
    405,          26.,          86.
    406,          26.,          88.
    407,          26.,          90.
    408,          26.,          92.
    409,          26.,          94.
    410,          26.,          96.
    411,          26.,          98.
    412,          24.,          42.
    413,          24.,          44.
    414,          24.,          46.
    415,          24.,          48.
    416,          24.,          50.
    417,          24.,          52.
    418,          24.,          54.
    419,          24.,          56.
    420,          24.,          58.
    421,          24.,          60.
    422,          24.,          62.
    423,          24.,          64.
    424,          24.,          66.
    425,          24.,          68.
    426,          24.,          70.
    427,          24.,          72.
    428,          24.,          74.
    429,          24.,          76.
    430,          24.,          78.
    431,          24.,          80.
    432,          24.,          82.
    433,          24.,          84.
    434,          24.,          86.
    435,          24.,          88.
    436,          24.,          90.
    437,          24.,          92.
    438,          24.,          94.
    439,          24.,          96.
